10053,NewLink,Prague,2018-02-04T17:37:53.865617Z,3.5675402088293633,44.218,11734660.13455769,3077077.4223805307,
,,,,,,,,
1841,Vodafone CZ,Prague,2018-02-04T17:40:30.712149Z,3.5675402088293633,27.724,12501780.873610022,3482807.761368972,
4162,ISP Alliance a.s.,Prague,2018-02-04T18:12:11.263735Z,3.5675402088293633,26.519,15311133.182397207,8070901.707368307,
